timestamp,open,high,low,close,volume
2024-10-27 00:00:00,67156.0,67272.0,67021.79,67061.46,91.6024
2024-10-27 01:00:00,67059.8,67214.2,67048.0,67095.66,68.9305
2024-10-27 02:00:00,67186.6,67188.0,67030.11,67096.33,39.56
2024-10-27 03:00:00,67064.8,67222.6,67064.8,67112.0,58.5937
2024-10-27 04:00:00,67111.9,67251.9,67074.0,67129.98,67.4752
2024-10-27 05:00:00,67127.7,67205.1,67018.0,67060.45,48.0584
2024-10-27 06:00:00,67067.9,67156.0,66989.27,67015.0,109.7675
2024-10-27 07:00:00,67020.1,67165.9,66955.36,67050.77,82.927
2024-10-27 08:00:00,67130.3,67514.2,67033.0,67303.1,309.5826
2024-10-27 09:00:00,67303.2,67767.0,67303.2,67536.43,446.4798
2024-10-27 10:00:00,67535.9,67732.4,67522.99,67617.91,160.2804
2024-10-27 11:00:00,67598.9,67873.8,67598.9,67707.61,217.0234
2024-10-27 12:00:00,67707.62,67861.0,67535.05,67743.44,330.0017
2024-10-27 13:00:00,67743.45,67982.0,67636.26,67676.73,290.3452
2024-10-27 14:00:00,67774.0,67776.1,67455.55,67480.84,177.5396
2024-10-27 15:00:00,67477.31,67869.8,67468.03,67755.4,164.5502
2024-10-27 16:00:00,67755.57,67936.0,67637.78,67680.34,159.092
2024-10-27 17:00:00,67678.0,68169.0,67637.7,67840.67,329.0356
2024-10-27 18:00:00,67847.52,68328.4,67845.63,68030.74,781.2493
2024-10-27 19:00:00,68166.7,68322.3,67899.19,67943.19,368.8834
2024-10-27 20:00:00,67943.18,68115.0,67733.35,67765.66,346.9695
2024-10-27 21:00:00,67786.6,67921.0,67642.7,67657.78,198.3988
2024-10-27 22:00:00,67651.57,67871.0,67572.8,67710.0,124.0755
2024-10-27 23:00:00,67710.0,67986.6,67618.96,67646.8,419.9914
2024-10-28 00:00:00,67640.4,67798.4,67551.43,67660.0,238.4713
2024-10-28 01:00:00,67670.6,67937.0,67532.48,67825.0,229.7244
2024-10-28 02:00:00,67821.6,67951.0,67707.9,67867.05,132.1573
2024-10-28 03:00:00,67821.1,68679.0,67821.1,68328.5,911.5738
2024-10-28 04:00:00,68332.02,68744.2,68232.5,68241.57,481.2243
2024-10-28 05:00:00,68244.0,68618.0,68149.3,68492.49,386.4
2024-10-28 06:00:00,68591.0,68873.0,68461.22,68550.76,649.0036
2024-10-28 07:00:00,68545.8,68793.0,68413.36,68682.91,361.2305
2024-10-28 08:00:00,68682.93,69069.0,68509.47,68835.0,1280.2521
2024-10-28 09:00:00,68837.78,69299.0,68705.94,68763.0,2328.4933
2024-10-28 10:00:00,68773.56,69091.0,68625.22,68907.0,1492.7409
2024-10-28 11:00:00,68800.2,68874.0,68381.46,68493.4,1544.3447
2024-10-28 12:00:00,68494.6,68989.0,68378.92,68663.71,1453.4492
2024-10-28 13:00:00,68663.71,69234.0,68461.02,68951.93,1684.1104
2024-10-28 14:00:00,68949.67,69300.0,68800.69,69175.0,1207.5585
2024-10-28 15:00:00,69175.0,70000.0,69102.19,69616.92,3604.6165
2024-10-28 16:00:00,69612.53,69738.0,69400.64,69639.35,572.788
2024-10-28 17:00:00,69639.35,69815.0,69488.11,69770.0,376.7912
2024-10-28 18:00:00,69769.99,70288.0,69706.3,69909.68,2092.4287
2024-10-28 19:00:00,69959.0,70143.0,69704.23,69924.5,565.8518
2024-10-28 20:00:00,69912.0,70030.0,69705.76,69908.62,351.1833
2024-10-28 21:00:00,69902.1,70367.0,69780.11,70249.93,454.1747
2024-10-28 22:00:00,70302.5,71500.0,70165.53,71099.9,3468.6491
2024-10-28 23:00:00,71100.0,71407.0,70811.73,70875.61,748.5833
2024-10-29 00:00:00,70875.62,71174.0,70856.53,71023.2,524.0185
2024-10-29 01:00:00,70962.9,71108.0,70835.0,70969.53,472.3314
2024-10-29 02:00:00,71067.0,71375.0,70942.94,71199.24,496.9434
2024-10-29 03:00:00,71199.23,71285.0,70781.31,70963.89,520.2512
2024-10-29 04:00:00,70968.78,71249.5,70910.9,71084.59,331.7737
2024-10-29 05:00:00,71098.1,71395.0,71064.85,71243.11,341.4069
2024-10-29 06:00:00,71243.1,71356.0,71033.43,71122.13,299.7415
2024-10-29 07:00:00,71122.13,71579.0,71098.28,71413.7,1009.1834
2024-10-29 08:00:00,71416.91,71529.0,71053.78,71061.86,791.2198
2024-10-29 09:00:00,71061.82,71809.35,70620.0,71774.14,2091.5324
2024-10-29 10:00:00,71779.16,72120.1,71266.1,71838.87,2822.1063
2024-10-29 11:00:00,71889.9,73236.7,71620.6,72361.0,3419.7721
2024-10-29 12:00:00,72362.0,72936.71,72342.0,72723.0,3125.0687
2024-10-29 13:00:00,72733.55,72999.0,72507.0,72703.81,2372.9208
2024-10-29 14:00:00,72701.04,73250.0,72501.0,73168.16,2148.2896
2024-10-29 15:00:00,73170.34,73624.98,72465.0,72512.31,3995.1461
2024-10-29 16:00:00,72512.32,72658.09,71817.9,72307.76,1790.2026
2024-10-29 17:00:00,72301.22,72599.55,72175.1,72259.89,514.4328
2024-10-29 18:00:00,72263.61,72971.0,71481.0,72635.9,797.5512
2024-10-29 19:00:00,72645.94,72798.0,72493.82,72724.35,838.1607
2024-10-29 20:00:00,72661.0,72773.97,72034.8,72274.51,736.5692
2024-10-29 21:00:00,72236.6,72413.09,71878.8,72408.55,723.0578
2024-10-29 22:00:00,72406.9,72624.0,72173.9,72316.45,484.7092
2024-10-29 23:00:00,72196.9,72463.61,72100.0,72224.23,470.4247
2024-10-30 00:00:00,72133.7,72340.43,72133.6,72252.0,341.5324
2024-10-30 01:00:00,72217.8,72552.3,72217.7,72485.7,266.464
2024-10-30 02:00:00,72485.7,72600.0,72267.2,72350.0,311.5079
2024-10-30 03:00:00,72268.1,72449.0,72082.7,72214.08,275.9102
2024-10-30 04:00:00,72214.07,72556.0,72190.7,72226.19,506.7987
2024-10-30 05:00:00,72244.7,72595.0,72199.0,72553.33,300.778
2024-10-30 06:00:00,72553.33,72608.0,72320.5,72341.15,245.5826
2024-10-30 07:00:00,72341.15,72415.0,71823.5,71988.0,525.4339
2024-10-30 08:00:00,72000.2,72136.26,71645.0,71849.29,820.176
2024-10-30 09:00:00,71841.99,72139.0,71246.2,71940.21,1706.3191
2024-10-30 10:00:00,71940.2,72524.0,71900.01,72413.0,1314.1291
2024-10-30 11:00:00,72407.5,72479.0,71681.28,72040.42,1238.9892
2024-10-30 12:00:00,72056.7,72216.0,71775.55,72114.7,933.5612
2024-10-30 13:00:00,72099.98,72178.0,71621.36,71871.0,611.9512
2024-10-30 14:00:00,71873.6,72184.0,71824.96,71960.98,680.4831
2024-10-30 15:00:00,71955.27,72085.0,71761.53,71817.56,1816.5668
2024-10-30 16:00:00,71812.7,72898.0,71630.07,72844.31,2807.2413
2024-10-30 17:00:00,72816.7,73060.0,72097.1,72376.57,1018.7931
2024-10-30 18:00:00,72376.57,72732.0,72232.0,72375.18,436.3363
2024-10-30 19:00:00,72375.18,72774.5,72322.88,72322.91,328.6308
2024-10-30 20:00:00,72331.1,72471.0,72015.0,72144.0,461.8102
2024-10-30 21:00:00,72132.0,72513.0,72000.0,72346.16,300.3666
2024-10-30 22:00:00,72336.0,72631.0,72160.0,72528.97,270.8121
2024-10-30 23:00:00,72484.0,72668.0,72268.0,72330.0,274.4739
2024-10-31 00:00:00,72313.4,72560.0,72206.06,72258.31,288.5423
2024-10-31 01:00:00,72223.1,72432.0,72180.18,72266.2,204.0146
2024-10-31 02:00:00,72271.06,72393.0,72133.35,72194.0,212.812
2024-10-31 03:00:00,72193.9,72524.0,72125.25,72450.0,346.8868
2024-10-31 04:00:00,72393.0,72491.0,72130.0,72261.08,211.9189
2024-10-31 05:00:00,72215.7,72397.0,72215.6,72284.75,216.4439
2024-10-31 06:00:00,72285.56,72684.02,72200.0,72606.8,400.8722
2024-10-31 07:00:00,72606.9,72644.24,72197.01,72200.1,363.3283
2024-10-31 08:00:00,72223.7,72282.0,71974.0,72102.89,610.3291
2024-10-31 09:00:00,72102.89,72175.29,71088.37,71282.6,1579.3332
2024-10-31 10:00:00,71257.9,71356.69,70583.0,70721.36,2808.7216
2024-10-31 11:00:00,70665.7,71033.0,70387.13,70573.63,2025.5161
2024-10-31 12:00:00,70620.8,70906.8,70249.1,70333.42,1618.8568
2024-10-31 13:00:00,70350.3,70798.5,70280.1,70740.51,898.4557
2024-10-31 14:00:00,70732.0,70778.0,70000.7,70566.82,1211.6193
